73	224000	0	-2152.58236867162	-3444.75533140338	7415119.59076648	
104	164018.624690278	16442.1690414996	-2331.20785476305	-2352.82518228002	5484924.54581547	
140	125142.500289565	49927.8171812302	-2179.68530101981	-1368.04037044951	2981897.48667049	
209	90618.6349313244	90169.9580129682	-1768.95634055499	-579.705966692794	1025474.54543878	
345	65183.4056108748	123596.338258158	-1191.66336912077	-45.1281341450974	53777.5443774809	
429	42381.4322606609	142892.518532785	-549.430820911174	214.62874355703	-117923.646763673	
386	15136.6435369293	146678.533054736	60.1668130526069	214.264292889325	12891.599654121	
333	-21358.5609957695	137599.966259851	555.284378380686	-0.65769331294382	-365.206822443143	
470	-60575.6253690213	124647.221901042	878.712381458756	-362.171812885468	-318244.856197825	
578	-93210.688447928	110145.873575877	1003.01415464728	-790.649821154643	-793032.961987444	
636	-114228.431686133	88720.4664411433	931.438638117019	-1206.28887938506	-1123584.07099012	
536	-129072.114870103	58157.326470482	694.73416558884	-1539.79561397914	-1069748.62105515	
654	-139129.37057955	22823.5168917173	344.529011565545	-1740.89512805054	-599788.877706526	
445	-142089.441323766	-12846.8042203235	-55.6275281492168	-1783.65449236867	99220.290482715	
629	-136221.232457929	-45258.5184983852	-440.208547715178	-1668.0925683925	734308.606986543	
598	-121006.941920653	-73359.0738239221	-751.217772509932	-1418.08156277096	1065288.07282221	
581	-96649.920048764	-98479.9442396712	-945.976303208033	-1076.05495053452	1017922.48415535	
587	-67292.0556551904	-120460.115553943	-1002.2067948819	-695.451689984636	696986.409214703	
540	-36132.1127192203	-135711.186961238	-919.861959867787	-332.09382305609	305480.474936361	
554	-3651.99853915348	-140290.143446834	-719.630199472132	-35.7820832890032	25749.8677347938	
552	30090.0887102311	-135171.836805735	-438.524411371573	156.703115266665	-68718.1413824061	
651	62591.7018041666	-122750.118840721	-123.354242390035	226.268797357848	-27911.2160745817	
763	91195.026564475	-103772.660603753	176.855502560928	173.298994660847	30648.8807940477	
573	114216.522765206	-79039.1391014135	418.339017753384	16.4627945246755	6887.02929092852	
614	129228.38370921	-49535.8709047305	568.86774767185	-211.126280980873	-120102.931935923	
722	136492.871852424	-15636.7163622557	611.971061640678	-467.697404231344	-286217.276994045	
962	135804.894195267	19701.1149274161	548.579546938	-709.602747372474	-389273.553659552	
853	127724.174068402	52019.8029817219	395.973879119794	-898.036318192572	-355598.92450517	
1073	111067.740709333	80313.0761270143	184.324845727195	-1004.69404544704	-185190.074930056	
753	87621.3978839248	104726.812898301	-48.5462562762135	-1015.57927012966	49302.5715165243	
859	59245.1093551168	122091.527749995	-263.321061878401	-932.468175884402	245538.510241696	
1016	27231.9055760836	132802.725036488	-425.286836832822	-771.91915364427	328287.055144041	
914	-5559.46987566673	134980.757105506	-509.472184777823	-562.081860277903	286365.073379766	
890	-37853.653489636	129561.708763894	-504.082297435534	-337.880664152611	170319.661445092	
1164	-68111.1726060898	116512.636925111	-411.785395228208	-135.367864780394	55742.5096997931	
931	-94576.3576696418	96844.2824389271	-248.74324812368	13.8647470049349	-3448.76220442057	
948	-114366.244125464	71746.1725284469	-41.6230614186037	87.3710735496751	-3636.65156056747	
1028	-127356.121216736	41940.9841862675	176.876109275056	74.9568066551808	13258.068324851	
929	-132801.68999659	9062.43686367987	373.244585051369	-20.204657627501	-7541.27905228158	
1087	-131369.878565955	-23436.5389482222	518.307285061072	-182.540311343553	-94611.9731866796	
991	-122582.184319188	-54874.6503733927	591.511206737343	-386.903286260533	-228857.629746612	
1246	-106540.041773785	-82250.6679452419	583.732446438755	-602.755309950824	-351847.831681544	
1136	-83098.0402176889	-104326.487230644	498.22820651114	-799.015939669328	-398092.278595262	
1113	-54562.085302813	-120243.246055937	349.655982673419	-948.811185670434	-331757.507497128	
1159	-22833.2577833908	-130011.294418041	161.380778535866	-1033.39637233592	-166770.31110371	
1080	8981.4071402524	-131540.773759206	-38.4538030231041	-1044.67979219119	40171.9109511372	
1133	41131.8578623469	-125232.608359568	-221.44094709948	-986.008312508576	218342.614569859	
1009	70406.4170078271	-111472.082100573	-363.294342684755	-871.155173773058	316485.746232307	
883	95951.0294148955	-90953.5957997605	-447.426173598358	-721.729672475192	322920.745727971	
592	115530.306538853	-65858.4110920679	-467.191913058525	-563.465343585292	263246.451811792	
478	128014.541688771	-36492.6351717437	-426.497985644771	-422.002462403247	179983.200152118	
413	131417.934546408	-4521.34211804474	-338.732208031252	-318.839877062031	108001.335565635	
393	128159.353977794	27886.5087034191	-224.239232388829	-268.08404297593	60114.9600126164	
352	117695.196138462	58188.839390247	-106.783491563982	-274.47987886504	29309.9198292678	
287	100254.665061373	85120.4422519371	-9.58741601671979	-332.993475903507	3192.54698434048	
297	76711.4161610803	106561.795094386	48.4175843817468	-429.965928381712	-20817.9116186976	
265	49049.662894223	122063.352742151	55.5409579233762	-545.610495276084	-30303.7295606814	
304	18135.4431665474	129752.631189993	9.03864179046137	-657.420279078095	-5942.18640837205	
260	-13971.8497945007	130804.159143916	-84.6630835576197	-743.921518093959	62982.6896467002	
271	-44725.14950594	122926.853614928	-211.223501474238	-788.167280840573	166479.452806575	
242	-73248.1855040093	107745.206218911	-350.887562793671	-780.421974967079	273840.364746822	
244	-97935.6402972608	86604.8055926322	-481.803479701351	-719.62776083133	346719.159258226	
248	-116061.379042531	60901.0250967265	-583.611346937908	-613.445794267891	358013.926266079	
230	-127421.697647663	30949.9270900116	-640.725183322137	-476.895280684808	305558.816142236	
252	-131539	-321.000000002456	-644.791289372403	-329.83494010533	212674.696310585	
248	-127557.31541873	-31556.1438995241	-595.946614931682	-193.710050622827	115440.848946919	
224	-115770.948265197	-61518.7944984655	-502.698231951954	-88.0965561912458	44285.9830383952	
267	-97185.8002849352	-88053.9554791478	-380.466906662254	-27.5961090068384	10499.4062297462	
228	-73507.6649212443	-108486.975887484	-249.048810569671	-19.5704366302214	4873.99396508576	
251	-44534.6502686458	-123641.629879036	-129.416585462452	-63.061960939886	8161.26365740659	
251	-13948.8989504449	-130934.298725577	-40.3787271345672	-149.053746211913	6018.60054667586	
255	17679.998973143	-130420.760606555	4.36964776968085	-262.007037936033	-1144.87846895787	
243	48695.1541273631	-121365.254224594	-1.65801344873776	-382.413068974279	634.046011332435	
260	77160.6907915514	-106196.48774974	-56.8187756788179	-489.939024768711	27837.7355446322	
331	100404.605170694	-84365.9148656442	-151.72284143032	-566.660107679861	85975.2816623998	
250	117812.770652481	-57667.061943074	-270.840469012573	-599.863362658225	162467.274485813	
